Pełna nazwa;Marka;Model;Link;Liczba drzwi;Liczba miejsc;Średnica zawracania;Promień skrętu;Długość;Szerokość;Szerokość z lusterkami bocznymi;Wysokość;Rozstaw osi;Rozstaw kół - przód;Rozstaw kół - tył;Zwis przedni;Zwis tylny;Prześwit;Długość z hakiem holowniczym;Szerokość ze złożonymi lusterkami bocznymi;Szerokość przy otwartych drzwiach z przodu;Szerokość przy otwartych drzwiach z tyłu;Wysokość z relingami dachowymi;Wysokość z anteną;Wysokość przy otwartej klapie bagażnika;Wysokość przy otwartej pokrywie silnika;Prześwit 4x4;Odległość oparcia fotela przedniego od kierownicy;Długość kolumny kierownicy;Odległość oparcia przedniego od komory silnika;Odległość od siedziska przedniego do dachu;Wysokość siedziska przedniego;Długość siedziska przedniego;Wysokość oparcia przedniego;Odległość pomiędzy siedzeniami przednimi i tylnymi;Odległość od siedziska tylnego do dachu;Odległość od podłogi do siedziska tylnego;Długość siedziska tylnego;Wysokość oparcia tylnego;Szerokość nad podłokietnikami z przodu;Szerokość nad podłokietnikami z tyłu;Szerokość na wysokości podłokietników z przodu;Szerokość na wysokości podłokietników z tyłu;Przestrzeń wsiadania z przodu - szerokość;Przestrzeń wsiadania z przodu - wysokość;Przestrzeń wsiadania z tyłu - szerokość;Przestrzeń wsiadania z tyłu - wysokość;Zakres przesuwania foteli przednich;Całkowita długość wnętrza kabiny;Całkowita szerokość wnętrza kabiny;Całkowita wysokość wnętrza kabiny;Maksymalna pojemność bagażnika (siedzenia złożone);Minimalna pojemność bagażnika (siedzenia rozłożone);Szerokość pomiędzy nadkolami;Wysokość bagażnika;Szerokość bagażnika;Długość do oparcia tylnej kanapy;Długość ze złożoną tylną kanapą;Wysokość progu załadowczego;Kąt natarcia;Kąt rampowy;Kąt zejścia;Kąt przechyłu bocznego;Możliwość podjazdu;Głębokość brodzenia;Maksymalna ładowność;Dopuszczalne obciążenie dachu;Powierzchnia „przejrzysta” przedniej szyby;Całkowita powierzchnia „przejrzysta” szyb;Produkowany;Pojemność skokowa;Typ silnika;Moc silnika;Maksymalny moment obrotowy;Moc silnika (spalinowy);Maksymalny moment obrotowy (spalinowy);Moc silnika (elektryczny);Maksymalny moment obrotowy (elektryczny);Montaż silnika;Doładowanie;Umiejscowienie wałka rozrządu;Liczba cylindrów;Układ cylindrów;Liczba zaworów;Stopień sprężania;Zapłon;Typ wtrysku;Liczba silników;Średnica cylindra × skok tłoka;Układ paliwowy;Dodatkowe informacje;Rodzaj układu kierowniczego;Opony podstawowe;Opony opcjonalne;Felgi podstawowe;Felgi opcjonalne;Rozstaw śrub;Rodzaj hamulców (przód);Rodzaj hamulców (tył);Hamowanie (100 do 0km/h) z ABS;Typ układu hamulcowego;Grubość tarcz hamulcowych (przód);Grubość tarcz hamulcowych (tył);Średnica tarcz hamulcowych (przód);Średnica tarcz hamulcowych (tył);Rodzaj zawieszenia (przód);Rodzaj zawieszenia  (tył);Amortyzatory;Rodzaj skrzyni;Nazwa skrzyni;Liczba stopni;Rodzaj napędu;Rodzaj sprzęgła;Prędkość maksymalna;Przyspieszenie (od 0 do 100km/h);400 metrów ze startu zatrzymanego;1000 metrów ze startu zatrzymanego;Średnie spalanie (cykl mieszany);Spalanie na trasie (na autostradzie);Spalanie w mieście;Pojemność akumulatora brutto;Typ ładowarki;Chłodzenie akumulatora;Pojemność akumulatora netto;Metodologia pomiaru zasięgu;Zużycie energii;Maksymalny zasięg przy oszczędnej jeździe na długiej trasie;Średni maksymalny zasięg;Średni minimalny zasięg;Maksymalna moc ładowania DC;Maksymalna moc ładowania AC;Stacja szybkiego ładowania;Gniazdko 3F/Stacja AC;Gniazdko 1F;Pojemność zbiornika paliwa;Zasięg (cykl mieszany);Zasięg (autostrada);Zasięg (miasto);Emisja CO₂;Norma emisji spalin;Minimalna masa własna pojazdu (bez obciążenia);Maksymalna masa całkowita pojazdu (w pełni obciążonego);Maksymalna masa przyczepy z hamulcami;Maksymalna masa przyczepy bez hamulców;Maksymalny nacisk na hak;Pojemność akumulatora;Pojemność akumulatora w wersji z klimatyzacja;System start&stop;Kod silnika
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-50-tdi-v6-286hp-quattro-tiptronic-38312;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1428 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;620 Nm @ 2250-3000 obr./min. 457.29 lb.-ft. @ 2250-3000 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;6;Brak danych;Brak danych;Brak danych;Brak danych;Diesel common rail;Brak danych;Brak danych;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe wentylowane;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;8 biegów, automatyczna skrzynia biegów Tiptronic;Brak danych;8 biegów, automatyczna skrzynia biegów Tiptronic;Napęd na wszystkie koła (4x4);Brak danych;250 km/h 155.34 mph;5.2 s;Brak danych;Brak danych;5.6-6.0 l/100 km 42 - 39.2 US mpg50.44 - 47.08 UK mpg17.86 - 16.67 km/l;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;58 l 15.32 US gal | 12.76 UK gal;Brak danych;Brak danych;Brak danych;148-157 g/km;Euro 6d - TEMP - EVAP - ISC;1690 kg 3725.81 lbs.;605 kg 1333.8 lbs.;Brak danych;750 kg 1653.47 lbs.;1900 kg 4188.78 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-50-tdi-286hp-quattro-mild-hybrid-tiptronic-42542;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1431 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;620 Nm @ 1750-3000 obr./min. 457.29 lb.-ft. @ 1750-3000 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;6;Brak danych;4;16.3:1;Brak danych;Diesel common rail;Brak danych;83 mm 3.27 in.;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe wentylowane;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;8 biegów, automatyczna skrzynia biegów tiptronic;Brak danych;8 biegów, automatyczna skrzynia biegów tiptronic;Napęd na wszystkie koła (4x4);Brak danych;250 km/h 155.34 mph;5.2 s;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;58 l 15.32 US gal | 12.76 UK gal;Brak danych;Brak danych;Brak danych;Brak danych;Euro 6d-ISC-FCM;1750 kg 3858.09 lbs.;570 kg 1256.63 lbs.;Brak danych;750 kg 1653.47 lbs.;1900 kg 4188.78 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-45-tfsi-265hp-quattro-ultra-mild-hybrid-s-tronic-42808;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1431 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;370 Nm @ 1600-4500 obr./min. 272.9 lb.-ft. @ 1600-4500 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;9.6:1;Brak danych;Wtrysk bezpośredni;Brak danych;82.5 mm 3.25 in.;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na wszystkie koła (4x4);Brak danych;250 km/h 155.34 mph;5.5 s;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;58 l 15.32 US gal | 12.76 UK gal;Brak danych;Brak danych;Brak danych;Brak danych;Euro 6d-ISC-FCM;1570 kg 3461.26 lbs.;565 kg 1245.61 lbs.;Brak danych;750 kg 1653.47 lbs.;1700 kg 3747.86 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-45-tfsi-245hp-quattro-mild-hybrid-s-tronic-37076;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1428 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;370 Nm @ 1600-4300 obr./min. 272.9 lb.-ft. @ 1600-4300 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;Brak danych;Brak danych;Wtrysk bezpośredni;Brak danych;Brak danych;Brak danych;Brak danych;Przekładnia zębatkowa;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na wszystkie koła (4x4);Brak danych;250 km/h 155.34 mph;5.8 s;Brak danych;Brak danych;6.5-6.8 l/100 km 36.19 - 34.59 US mpg43.46 - 41.54 UK mpg15.38 - 14.71 km/l;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;58 l 15.32 US gal | 12.76 UK gal;Brak danych;Brak danych;Brak danych;146-155 g/km;Euro 6d - TEMP - EVAP - ISC;1545 kg 3406.14 lbs.;565 kg 1245.61 lbs.;Brak danych;750 kg 1653.47 lbs.;1500 kg 3306.93 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-40-tfsi-204hp-quattro-ultra-mild-hybrid-s-tronic-42807;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1431 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;320 Nm @ 1450-4475 obr./min. 236.02 lb.-ft. @ 1450-4475 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;12.2:1;Brak danych;Wtrysk bezpośredni;Brak danych;82.5 mm 3.25 in.;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na wszystkie koła (4x4);Brak danych;210 km/h 130.49 mph;6.7 s;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;58 l 15.32 US gal | 12.76 UK gal;Brak danych;Brak danych;Brak danych;Brak danych;Euro 6d-ISC-FCM;1560 kg 3439.21 lbs.;580 kg 1278.68 lbs.;Brak danych;750 kg 1653.47 lbs.;1700 kg 3747.86 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-40-tfsi-204hp-mild-hybrid-s-tronic-42806;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1431 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;320 Nm @ 1450-4475 obr./min. 236.02 lb.-ft. @ 1450-4475 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;12.2:1;Brak danych;Wtrysk bezpośredni;Brak danych;82.5 mm 3.25 in.;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na przednie koła;Brak danych;210 km/h 130.49 mph;7.1 s;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;54 l 14.27 US gal | 11.88 UK gal;Brak danych;Brak danych;Brak danych;Brak danych;Euro 6d-ISC-FCM;1485 kg 3273.86 lbs.;575 kg 1267.66 lbs.;Brak danych;750 kg 1653.47 lbs.;1500 kg 3306.93 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-40-tfsi-190hp-mild-hybrid-s-tronic-37077;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1428 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;320 Nm @ 1450-4200 obr./min. 236.02 lb.-ft. @ 1450-4200 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;Brak danych;Brak danych;Wtrysk bezpośredni;Brak danych;Brak danych;Brak danych;Brak danych;Przekładnia zębatkowa;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na przednie koła;Brak danych;241 km/h 149.75 mph;7.3 s;Brak danych;Brak danych;5.8-6.0 l/100 km 40.55 - 39.2 US mpg48.7 - 47.08 UK mpg17.24 - 16.67 km/l;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;54 l 14.27 US gal | 11.88 UK gal;Brak danych;Brak danych;Brak danych;132-137 g/km;Euro 6d - TEMP - EVAP - ISC;1455 kg 3207.73 lbs.;585 kg 1289.7 lbs.;Brak danych;750 kg 1653.47 lbs.;1500 kg 3306.93 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-40-tdi-204hp-quattro-ultra-mild-hybrid-s-tronic-42541;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1431 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;400 Nm @ 1750-3250 obr./min. 295.02 lb.-ft. @ 1750-3250 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;15.5:1;Brak danych;Diesel common rail;Brak danych;81 mm 3.19 in.;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na wszystkie koła (4x4);Brak danych;210 km/h 130.49 mph;6.9 s;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;58 l 15.32 US gal | 12.76 UK gal;Brak danych;Brak danych;Brak danych;Brak danych;Euro 6d-ISC-FCM;1590 kg 3505.35 lbs.;570 kg 1256.63 lbs.;Brak danych;750 kg 1653.47 lbs.;1800 kg 3968.32 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
Brak danych;Audi;A4;https://www.auto-data.net/pl/audi-a4-b9-8w-facelift-2019-40-tdi-204hp-mild-hybrid-s-tronic-42540;4;5;Brak danych;11.6 m 38.06 ft.;4762 mm;1847 mm;2022 mm 79.61 in.;1431 mm;2820 mm;1572 mm 61.89 in.;1555 mm 61.22 in.;899 mm 35.39 in.;1043 mm 41.06 in.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;460 l 16.24 cu. ft.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;90 kg 198.42 lbs.;Brak danych;Brak danych;Brak danych;Brak danych;Z przodu, wzdłuż;Brak danych;400 Nm @ 1750-3250 obr./min. 295.02 lb.-ft. @ 1750-3250 obr./min.;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;4;Brak danych;4;15.5:1;Brak danych;Diesel common rail;Brak danych;81 mm 3.19 in.;Brak danych;Brak danych;Przekładnia zębatkowa;225/50 R17;225/50 R17;7.5 J x 17;7.5 J x 17;Brak danych;Tarczowe wentylowane;Tarczowe;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Brak danych;7 biegów, automatyczna skrzynia biegów S tronic;Napęd na przednie koła;Brak danych;210 km/h 130.49 mph;7.4 s;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;Brak danych;40 l 10.57 US gal | 8.8 UK gal;Brak danych;Brak danych;Brak danych;Brak danych;Euro 6d-ISC-FCM;1500 kg 3306.93 lbs.;600 kg 1322.77 lbs.;Brak danych;750 kg 1653.47 lbs.;1700 kg 3747.86 lbs.;Brak danych;Brak danych;Brak danych;Brak danych
